2017-05-04 16:05:35.282 [main] INFO  cn.Application - Starting Application on localhost with PID 2683 (/Users/xp1104000/Workspaces/IDEProject/jiKonCloud/target/classes started by xp1104000 in /Users/xp1104000/Workspaces/IDEProject/jiKonCloud)
2017-05-04 16:12:14.831 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":1,"end":9,"gridFilter":"","list":[{"account":"admin","id":"1111","status":false,"useName":"wu"}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"成功"}}
2017-05-04 16:12:14.831 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - times : 22ms
2017-05-04 16:13:10.106 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getUserList
2017-05-04 16:13:10.106 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:13:10.106 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.ManageUserController.getUserList
2017-05-04 16:13:10.106 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123123","pageIndex":1,"pageCount":10}]
2017-05-04 16:13:10.125 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":1,"end":9,"gridFilter":"","list":[{"account":"admin","id":"1111","status":false,"useName":"wu"}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"成功"}}
2017-05-04 16:13:10.125 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - times : 19ms
2017-05-04 16:13:14.199 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getManageUserList
2017-05-04 16:13:14.199 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:13:14.199 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.ManageUserController.getManageUserList
2017-05-04 16:13:14.199 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"pageIndex":1,"pageCount":10}]
2017-05-04 16:13:14.220 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":1,"end":9,"gridFilter":"","list":[{"account":"admin","id":"1715694703229272105","password":"A7FD2C96684023C38A92E041DBD6492B36603B4B9322BB879FB0077E","status":true,"type":"S","useName":"超级管理员"}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"成功"}}
2017-05-04 16:13:14.221 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - times : 22ms
2017-05-04 16:13:15.301 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getUserList
2017-05-04 16:13:15.301 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:13:15.301 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.ManageUserController.getUserList
2017-05-04 16:13:15.301 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"pageIndex":1,"pageCount":10,"accessToken":"213123"}]
2017-05-04 16:13:15.318 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":1,"end":9,"gridFilter":"","list":[{"account":"admin","id":"1111","status":false,"useName":"wu"}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"成功"}}
2017-05-04 16:13:15.318 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - times : 17ms
2017-05-04 16:13:37.282 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getUserList
2017-05-04 16:13:37.282 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:13:37.282 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.ManageUserController.getUserList
2017-05-04 16:13:37.282 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123123","pageIndex":1,"pageCount":10}]
2017-05-04 16:13:37.301 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":1,"end":9,"gridFilter":"","list":[{"account":"admin","id":"1111","status":false,"useName":"wu"}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"成功"}}
2017-05-04 16:13:37.301 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - times : 19ms
2017-05-04 16:15:02.705 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getUserList
2017-05-04 16:15:02.705 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:15:02.705 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.ManageUserController.getUserList
2017-05-04 16:15:02.705 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"pageIndex":1,"pageCount":10,"accessToken":"213123"}]
2017-05-04 16:15:02.729 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":1,"end":9,"gridFilter":"","list":[{"account":"admin","id":"1111","status":false,"useName":"wu"}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"成功"}}
2017-05-04 16:15:02.729 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - times : 24ms
2017-05-04 16:15:03.461 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListExistedAndNoHaveUserRoleMap
2017-05-04 16:15:03.461 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:15:03.461 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListExistedAndNoHaveUserRoleMap
2017-05-04 16:15:03.461 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"userId":"1111"}]
2017-05-04 16:15:03.489 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"roleList":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"userRoleList":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}]},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:15:03.489 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - times : 28ms
2017-05-04 16:15:05.026 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getUserList
2017-05-04 16:15:05.026 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:15:05.026 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.ManageUserController.getUserList
2017-05-04 16:15:05.026 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"pageIndex":1,"pageCount":10,"accessToken":"213123"}]
2017-05-04 16:15:05.040 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":1,"end":9,"gridFilter":"","list":[{"account":"admin","id":"1111","status":false,"useName":"wu"}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"成功"}}
2017-05-04 16:15:05.040 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - times : 14ms
2017-05-04 16:15:09.993 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListExistedAndNoHaveUserRoleMap
2017-05-04 16:15:09.993 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:15:09.993 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListExistedAndNoHaveUserRoleMap
2017-05-04 16:15:09.993 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"userId":"1111"}]
2017-05-04 16:15:10.027 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"roleList":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"userRoleList":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}]},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:15:10.027 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - times : 34ms
2017-05-04 16:15:12.505 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getManageUserList
2017-05-04 16:15:12.506 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:15:12.506 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.ManageUserController.getManageUserList
2017-05-04 16:15:12.506 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"eyJhbGciOiJIUzI1NiJ9.eyJqdGkiOiIxNzE1Njk0NzAzMjI5MjcyMTA1IiwiaWF0IjoxNDkzODU4ODg2LCJzdWIiOiJTNVg4S08iLCJleHAiOjE0OTM4NjA2ODZ9.f_fFmSAN2tL_IKCDy_iFRCXbuTIrb_Ft4f73Z75H5s4","pageIndex":1,"pageCount":10}]
2017-05-04 16:15:12.526 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":1,"end":9,"gridFilter":"","list":[{"account":"admin","id":"1715694703229272105","password":"A7FD2C96684023C38A92E041DBD6492B36603B4B9322BB879FB0077E","status":true,"type":"S","useName":"超级管理员"}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"成功"}}
2017-05-04 16:15:12.527 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - times : 22ms
2017-05-04 16:15:12.894 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getUserList
2017-05-04 16:15:12.894 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:15:12.894 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.ManageUserController.getUserList
2017-05-04 16:15:12.894 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"pageIndex":1,"pageCount":10,"accessToken":"213123"}]
2017-05-04 16:15:12.920 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":1,"end":9,"gridFilter":"","list":[{"account":"admin","id":"1111","status":false,"useName":"wu"}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"成功"}}
2017-05-04 16:15:12.921 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - times : 26ms
2017-05-04 16:17:01.502 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getPrivilegeList
2017-05-04 16:17:01.502 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:17:01.502 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getPrivilegeList
2017-05-04 16:17:01.502 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:17:01.502 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListAllModule
2017-05-04 16:17:01.503 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:17:01.503 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListAllModule
2017-05-04 16:17:01.503 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Params: []
2017-05-04 16:17:01.525 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"角色相关信息","id":"1719373976117313570","name":"角色管理"},{"describe":"组织相关信息","id":"1719374231466541091","name":"组织管理"},{"describe":"子系统相关信息","id":"1719374435955638307","name":"子系统管理"},{"describe":"权限相关信息","id":"1719374591413321769","name":"权限管理"},{"describe":"模块相关信息","id":"1719374853968363552","name":"模块管理"},{"describe":"用户相关信息列表","id":"1719375038920392736","name":"用户列表"},{"describe":"管理员相关信息列表","id":"1719375185989468197","name":"管理员列表"},{"describe":"普通管理员用来配置用户角色信息","id":"1719375495076118560","name":"用户配置"},{"describe":"超级管理员用来配置普通管理员权限信息","id":"1719375758033813539","name":"管理员配置"},{"describe":"用户个人信息中心管理","id":"1719376025588465700","name":"我的信息"},{"describe":"fffff","id":"1720086827274469412","name":"ffff"}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:17:01.525 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - times : 23ms
2017-05-04 16:17:01.540 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":20,"end":9,"gridFilter":"","list":[{"describe":"a","id":"1719877704234303526","name":"a","no":32},{"describe":"b","id":"1719877742075314214","name":"b","no":33},{"describe":"c","id":"1719877859088007209","name":"c","no":34},{"describe":"d","id":"1719877875437404197","name":"d","no":35},{"describe":"e","id":"1719877926096207910","name":"e","no":36},{"describe":"f","id":"1719877960011350055","name":"f","no":37},{"describe":"g","id":"1719877993951658025","name":"g","no":38},{"describe":"h","id":"1719878027447369764","name":"h","no":39},{"describe":"rrrr","id":"1719883632119644197","name":"www","no":40},{"describe":"ii","id":"1719888845715013665","name":" i","no":41}],"pageCount":10,"pageIndex":1,"pageSize":2,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:17:01.540 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - times : 38ms
2017-05-04 16:17:02.385 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListAllPrivilege
2017-05-04 16:17:02.385 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:17:02.385 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListAllPrivilege
2017-05-04 16:17:02.385 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Params: []
2017-05-04 16:17:02.386 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:17:02.386 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:17:02.386 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:17:02.386 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:17:02.400 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"a","id":"1719877704234303526","name":"a","no":32},{"describe":"b","id":"1719877742075314214","name":"b","no":33},{"describe":"c","id":"1719877859088007209","name":"c","no":34},{"describe":"d","id":"1719877875437404197","name":"d","no":35},{"describe":"e","id":"1719877926096207910","name":"e","no":36},{"describe":"f","id":"1719877960011350055","name":"f","no":37},{"describe":"g","id":"1719877993951658025","name":"g","no":38},{"describe":"h","id":"1719878027447369764","name":"h","no":39},{"describe":"rrrr","id":"1719883632119644197","name":"www","no":40},{"describe":"ii","id":"1719888845715013665","name":" i","no":41},{"describe":"g","id":"1719888877717553192","name":"g","no":42},{"describe":"k","id":"1719888904124891175","name":"k","no":43},{"describe":"l","id":"1719888937628991524","name":"l","no":44},{"describe":"m","id":"1719888971988729897","name":"m","no":45},{"describe":"o","id":"1719889021817061409","name":"o","no":46},{"describe":"p","id":"1719889055312773157","name":"p","no":47},{"describe":"q","id":"1719889088816873512","name":"q","no":48},{"describe":"m","id":"1720067488974110760","name":"m","no":49},{"describe":"n","id":"1720067524164321320","name":"n","no":50},{"describe":"a","id":"1720067560830926887","name":"a","no":51}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:17:02.400 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - times : 15ms
2017-05-04 16:17:02.415 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:17:02.415 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - times : 29ms
2017-05-04 16:17:05.241 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:17:05.241 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:17:05.241 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:17:05.241 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719393072841752614"}]
2017-05-04 16:17:05.260 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"a","id":"1719877704234303526","name":"a","no":32},{"describe":"g","id":"1719877993951658025","name":"g","no":38},{"describe":"h","id":"1719878027447369764","name":"h","no":39},{"describe":"rrrr","id":"1719883632119644197","name":"www","no":40},{"describe":"k","id":"1719888904124891175","name":"k","no":43}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:17:05.260 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - times : 19ms
2017-05-04 16:17:07.064 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:17:07.064 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:17:07.065 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:17:07.065 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:17:07.085 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:17:07.085 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - times : 21ms
2017-05-04 16:17:40.843 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListAllModule
2017-05-04 16:17:40.844 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:17:40.844 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListAllModule
2017-05-04 16:17:40.844 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Params: []
2017-05-04 16:17:40.844 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getPrivilegeList
2017-05-04 16:17:40.844 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:17:40.844 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getPrivilegeList
2017-05-04 16:17:40.844 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:17:40.856 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"角色相关信息","id":"1719373976117313570","name":"角色管理"},{"describe":"组织相关信息","id":"1719374231466541091","name":"组织管理"},{"describe":"子系统相关信息","id":"1719374435955638307","name":"子系统管理"},{"describe":"权限相关信息","id":"1719374591413321769","name":"权限管理"},{"describe":"模块相关信息","id":"1719374853968363552","name":"模块管理"},{"describe":"用户相关信息列表","id":"1719375038920392736","name":"用户列表"},{"describe":"管理员相关信息列表","id":"1719375185989468197","name":"管理员列表"},{"describe":"普通管理员用来配置用户角色信息","id":"1719375495076118560","name":"用户配置"},{"describe":"超级管理员用来配置普通管理员权限信息","id":"1719375758033813539","name":"管理员配置"},{"describe":"用户个人信息中心管理","id":"1719376025588465700","name":"我的信息"},{"describe":"fffff","id":"1720086827274469412","name":"ffff"},{"describe":"111","id":"1720091211697881129","name":"角色管理1111"}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:17:40.856 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - times : 13ms
2017-05-04 16:17:40.860 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":20,"end":9,"gridFilter":"","list":[{"describe":"a","id":"1719877704234303526","name":"a","no":32},{"describe":"b","id":"1719877742075314214","name":"b","no":33},{"describe":"c","id":"1719877859088007209","name":"c","no":34},{"describe":"d","id":"1719877875437404197","name":"d","no":35},{"describe":"e","id":"1719877926096207910","name":"e","no":36},{"describe":"f","id":"1719877960011350055","name":"f","no":37},{"describe":"g","id":"1719877993951658025","name":"g","no":38},{"describe":"h","id":"1719878027447369764","name":"h","no":39},{"describe":"rrrr","id":"1719883632119644197","name":"www","no":40},{"describe":"ii","id":"1719888845715013665","name":" i","no":41}],"pageCount":10,"pageIndex":1,"pageSize":2,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:17:40.860 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - times : 16ms
2017-05-04 16:17:41.759 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:17:41.759 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:17:41.759 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:17:41.759 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719877704234303526"}]
2017-05-04 16:17:41.768 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:17:41.768 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - times : 9ms
2017-05-04 16:19:04.428 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getPrivilegeList
2017-05-04 16:19:04.429 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:19:04.429 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getPrivilegeList
2017-05-04 16:19:04.429 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
